nombre,tipo_evento,mes_celebracion,dia_inicio,dia_fin,descripcion,recomendaciones_viaje,municipio_pcode
Feria Patronal de Santa Ana Huista (En honor a Santa Ana),Feria Patronal,7,23,26,"Feria patronal del municipio de Santa Ana Huista, celebrada en honor a su santo patrono Santa Ana. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Huehuetenango.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1331
Feria Titular de Unión Cantinil,Feria Patronal,3,15,18,"Feria titular y celebración anual del municipio de Unión Cantinil, departamento de Huehuetenango. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1332
Feria Titular de Petatán,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Petatán, departamento de Huehuetenango. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1333
Feria Titular de Chiché,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Chiché, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1402
Feria Titular de Chinique,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Chinique, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1403
Feria Titular de Zacualpa,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Zacualpa, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1404
Feria Titular de Chajul,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Chajul, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1405
Feria Titular de Patzité,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Patzité, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1407
Feria Patronal de San Antonio Ilotenango (En honor a San Antonio de Padua),Feria Patronal,6,10,13,"Feria patronal del municipio de San Antonio Ilotenango, celebrada en honor a su santo patrono San Antonio de Padua. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Quiché.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1408
Feria Patronal de San Pedro Jocopilas (En honor a San Pedro Apóstol),Feria Patronal,6,26,29,"Feria patronal del municipio de San Pedro Jocopilas, celebrada en honor a su santo patrono San Pedro Apóstol. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Quiché.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1409
Feria Titular de Cunén,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Cunén, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1410
Feria Patronal de San Juan Cotzal (En honor a San Juan Bautista),Feria Patronal,6,21,24,"Feria patronal del municipio de San Juan Cotzal, celebrada en honor a su santo patrono San Juan Bautista. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Quiché.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1411
Feria Titular de Joyabaj,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Joyabaj, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1412
Feria Titular de Nebaj,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Nebaj, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1413
Feria Patronal de San Andrés Sajcabajá (En honor a San Andrés Apóstol),Feria Patronal,11,27,30,"Feria patronal del municipio de San Andrés Sajcabajá, celebrada en honor a su santo patrono San Andrés Apóstol. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Quiché.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1414
Feria Titular de Uspantán,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Uspantán, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1415
Feria Titular de Sacapulas,Feria Patronal,10,10,13,"Feria titular y celebración anual del municipio de Sacapulas, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1416
Feria Patronal de San Bartolomé Jocotenango (En honor a San Bartolomé Apóstol),Feria Patronal,8,21,24,"Feria patronal del municipio de San Bartolomé Jocotenango, celebrada en honor a su santo patrono San Bartolomé Apóstol. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Quiché.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1417
Feria Titular de Canillá,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Canillá, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1418
Feria Titular de Chicamán,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Chicamán, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1419
Feria Titular de Ixcán,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Ixcán, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1420
Feria Titular de Pachalum,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Pachalum, departamento de Quiché. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1421
Feria Patronal de San Miguel Chicaj (En honor a San Miguel Arcángel),Feria Patronal,9,26,29,"Feria patronal del municipio de San Miguel Chicaj, celebrada en honor a su santo patrono San Miguel Arcángel. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Baja Verapaz.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1502
Feria Titular de Cubulco,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Cubulco, departamento de Baja Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1504
Feria Titular de Granados,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Granados, departamento de Baja Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1505
Feria Titular de El Chol,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de El Chol, departamento de Baja Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1506
Feria Patronal de San Jerónimo (En honor a San Jerónimo),Feria Patronal,9,27,30,"Feria patronal del municipio de San Jerónimo, celebrada en honor a su santo patrono San Jerónimo. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Baja Verapaz.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1507
Feria Titular de Purulhá,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Purulhá, departamento de Baja Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1508
Feria Patronal de Santa Cruz Verapaz (En honor a La Santa Cruz),Feria Patronal,5,1,3,"Feria patronal del municipio de Santa Cruz Verapaz, celebrada en honor a su santo patrono La Santa Cruz. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Alta Verapaz.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1602
Feria Patronal de San Cristóbal Verapaz (En honor a San Cristóbal Mártir),Feria Patronal,7,27,30,"Feria patronal del municipio de San Cristóbal Verapaz, celebrada en honor a su santo patrono San Cristóbal Mártir. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Alta Verapaz.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1603
Feria Titular de Tactic,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Tactic, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1604
Feria Titular de Tamahú,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Tamahú, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1605
Feria Titular de Tucurú,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Tucurú, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1606
Feria Titular de Panzós,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Panzós, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1607
Feria Titular de Senahú,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Senahú, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1608
Feria Patronal de San Juan Chamelco (En honor a San Juan Bautista),Feria Patronal,6,21,24,"Feria patronal del municipio de San Juan Chamelco, celebrada en honor a su santo patrono San Juan Bautista. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Alta Verapaz.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1610
Feria Titular de Lanquín,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Lanquín, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1611
Feria Titular de Cahabón,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Cahabón, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1612
Feria Titular de Chisec,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Chisec, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1613
Feria Titular de Chahal,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Chahal, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1614
Feria Titular de Fray Bartolomé de Las Casas,Feria Patronal,4,3,6,"Feria titular y celebración anual del municipio de Fray Bartolomé de Las Casas, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1615
Feria Titular de Santa Catalina La Tinta,Feria Patronal,12,24,27,"Feria titular y celebración anual del municipio de Santa Catalina La Tinta, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1616
Feria Titular de Raxruhá,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Raxruhá, departamento de Alta Verapaz. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1617
Feria Patronal de San José (En honor a San José Patriarca),Feria Patronal,3,16,19,"Feria patronal del municipio de San José, celebrada en honor a su santo patrono San José Patriarca. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Petén.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1702
Feria Patronal de San Benito (En honor a San Benito de Palermo),Feria Patronal,4,1,4,"Feria patronal del municipio de San Benito, celebrada en honor a su santo patrono San Benito de Palermo. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Petén.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1703
Feria Patronal de San Andrés (En honor a San Andrés Apóstol),Feria Patronal,11,27,30,"Feria patronal del municipio de San Andrés, celebrada en honor a su santo patrono San Andrés Apóstol. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Petén.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1704
Feria Titular de La Libertad,Feria Patronal,12,12,15,"Feria titular y celebración anual del municipio de La Libertad, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1705
Feria Patronal de San Francisco (En honor a San Francisco de Asís),Feria Patronal,10,1,4,"Feria patronal del municipio de San Francisco, celebrada en honor a su santo patrono San Francisco de Asís. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Petén.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1706
Feria Patronal de Santa Ana (En honor a Santa Ana),Feria Patronal,7,23,26,"Feria patronal del municipio de Santa Ana, celebrada en honor a su santo patrono Santa Ana. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Petén.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1707
Feria Titular de Dolores,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Dolores, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1708
Feria Patronal de San Luis (En honor a San Luis Rey de Francia),Feria Patronal,8,22,25,"Feria patronal del municipio de San Luis, celebrada en honor a su santo patrono San Luis Rey de Francia. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Petén.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1709
Feria Titular de Sayaxché,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Sayaxché, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1710
Feria Titular de Melchor de Mencos,Feria Patronal,6,18,21,"Feria titular y celebración anual del municipio de Melchor de Mencos, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1711
Feria Titular de Poptún,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Poptún, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1712
Feria Titular de Las Cruces,Feria Patronal,11,11,14,"Feria titular y celebración anual del municipio de Las Cruces, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1713
Feria Titular de El Chal,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de El Chal, departamento de Petén. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1714
Feria Titular de El Estor,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de El Estor, departamento de Izabal. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1803
Feria Titular de Morales,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Morales, departamento de Izabal. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1804
Feria Titular de Los Amates,Feria Patronal,11,11,14,"Feria titular y celebración anual del municipio de Los Amates, departamento de Izabal. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1805
Feria Titular de Estanzuela,Feria Patronal,11,11,14,"Feria titular y celebración anual del municipio de Estanzuela, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1902
Feria Titular de Río Hondo,Feria Patronal,10,10,13,"Feria titular y celebración anual del municipio de Río Hondo, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1903
Feria Titular de Gualán,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Gualán, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1904
Feria Titular de Teculután,Feria Patronal,10,10,13,"Feria titular y celebración anual del municipio de Teculután, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1905
Feria Titular de Usumatlán,Feria Patronal,10,10,13,"Feria titular y celebración anual del municipio de Usumatlán, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1906
Feria Titular de Cabañas,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Cabañas, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1907
Feria Patronal de San Diego (En honor a San Diego de Alcalá),Feria Patronal,11,9,12,"Feria patronal del municipio de San Diego, celebrada en honor a su santo patrono San Diego de Alcalá. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Zacapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1908
Feria Titular de La Unión,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de La Unión, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1909
Feria Titular de Huité,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Huité, departamento de Zacapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT1910
Feria Patronal de San Jorge (En honor a San Jorge Mártir),Feria Patronal,4,20,23,"Feria patronal del municipio de San Jorge, celebrada en honor a su santo patrono San Jorge Mártir. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Zacapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT1911
Feria Patronal de San José La Arada (En honor a San José Patriarca),Feria Patronal,3,16,19,"Feria patronal del municipio de San José La Arada, celebrada en honor a su santo patrono San José Patriarca. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Chiquimula.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2002
Feria Patronal de San Juan Ermita (En honor a San Juan Bautista),Feria Patronal,6,21,24,"Feria patronal del municipio de San Juan Ermita, celebrada en honor a su santo patrono San Juan Bautista. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Chiquimula.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2003
Feria Titular de Jocotán,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Jocotán, departamento de Chiquimula. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2004
Feria Titular de Camotán,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Camotán, departamento de Chiquimula. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2005
Feria Titular de Olopa,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Olopa, departamento de Chiquimula. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2006
Feria Patronal de Concepción Las Minas (En honor a Virgen de la Inmaculada Concepción),Feria Patronal,12,5,8,"Feria patronal del municipio de Concepción Las Minas, celebrada en honor a su santo patrono Virgen de la Inmaculada Concepción. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Chiquimula.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2008
Feria Titular de Quezaltepeque,Feria Patronal,2,14,17,"Feria titular y celebración anual del municipio de Quezaltepeque, departamento de Chiquimula. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2009
Feria Patronal de San Jacinto (En honor a San Jacinto),Feria Patronal,8,14,17,"Feria patronal del municipio de San Jacinto, celebrada en honor a su santo patrono San Jacinto. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Chiquimula.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2010
Feria Titular de Ipala,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Ipala, departamento de Chiquimula. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2011
Feria Patronal de San Pedro Pinula (En honor a San Pedro Apóstol),Feria Patronal,6,26,29,"Feria patronal del municipio de San Pedro Pinula, celebrada en honor a su santo patrono San Pedro Apóstol. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jalapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2102
Feria Patronal de San Luis Jilotepeque (En honor a San Luis Rey de Francia),Feria Patronal,8,22,25,"Feria patronal del municipio de San Luis Jilotepeque, celebrada en honor a su santo patrono San Luis Rey de Francia. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jalapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2103
Feria Patronal de San Manuel Chaparrón (En honor a San Manuel),Feria Patronal,1,1,1,"Feria patronal del municipio de San Manuel Chaparrón, celebrada en honor a su santo patrono San Manuel. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jalapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2104
Feria Patronal de San Carlos Alzatate (En honor a San Carlos Borromeo),Feria Patronal,11,1,4,"Feria patronal del municipio de San Carlos Alzatate, celebrada en honor a su santo patrono San Carlos Borromeo. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jalapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2105
